category,post_index,filename,window_title,scraped_at,raw,cleaned,label_disruption,label_type,source
地铁 马来西亚 - 小红书搜索 - Google Chrome,2648,mock_post_2648.png,地铁 马来西亚 - 小红书搜索 - Google Chrome,2026-02-24T04:08:00,"Leisurely kitten
focus on
Passengers were asked to get off at Pasar Seni due to train fault and wait for replacement at Universiti.
Passengers shared delay slip and crowding evidence during rush hour
Rapid KL staff guided queue and temporary shuttle arrangement
There are 5 comments in total
author
reply
Show 2 replies
Say something",Passengers were asked to get off at Pasar Seni due to train fault and wait for replacement at Universiti Passengers shared delay slip and crowding evidence during rush hour Rapid KL staff guided queue and temporary shuttle arrangement There are 5 comments in total author reply Show 2 replies Say something,1,incident_train_fault,synthetic_mock
lrtkelanajaya线 - 小红书搜索 - Google Chrome,2649,mock_post_2649.png,lrtkelanajaya线 - 小红书搜索 - Google Chrome,2026-02-24T04:09:00,"KL daily commuter
focus on
Normal operation resumed and train intervals are back to schedule at Wangsa Maju.
People shared regular commute and station photos
No emergency notice was posted
Malaysia transport update 2026-07-02
There are 14 comments in total
author
reply
Show 2 replies
Say something",Normal operation resumed and train intervals are back to schedule at Wangsa Maju People shared regular commute and station photos No emergency notice was posted Malaysia transport update 2026 07 02 There are 14 comments in total author reply Show 2 replies Say something,0,normal_operation,synthetic_mock
地铁 马来西亚 - 小红书搜索 - Google Chrome,2650,mock_post_2650.png,地铁 马来西亚 - 小红书搜索 - Google Chrome,2026-02-24T04:10:00,"Ootashi store
focus on
Passengers were asked to get off at Pasar Seni due to train fault and wait for replacement at Masjid Jamek.
Passengers shared delay slip and crowding evidence during rush hour
Rapid KL staff guided queue and temporary shuttle arrangement
There are 9 comments in total
author
reply
Show 2 replies
Say something",Passengers were asked to get off at Pasar Seni due to train fault and wait for replacement at Masjid Jamek Passengers shared delay slip and crowding evidence during rush hour Rapid KL staff guided queue and temporary shuttle arrangement There are 9 comments in total author reply Show 2 replies Say something,1,incident_train_fault,synthetic_mock
🇲🇾LRT停运 注意了‼️ - 小红书 - Google Chrome,2651,mock_post_2651.png,🇲🇾LRT停运 注意了‼️ - 小红书 - Google Chrome,2026-02-24T04:11:00,"Little Red Potato 66A1
focus on
Routine travel post about route tips and fare sharing at Universiti.
People shared regular commute and station photos
No emergency notice was posted
Malaysia transport update 2024-06-26
There are 8 comments in total
author
reply
Show 2 replies
Say something",Routine travel post about route tips and fare sharing at Universiti People shared regular commute and station photos No emergency notice was posted Malaysia transport update 2024 06 26 There are 8 comments in total author reply Show 2 replies Say something,0,normal_travel_tip,synthetic_mock
mrt - 小红书搜索 - Google Chrome,2652,mock_post_2652.png,mrt - 小红书搜索 - Google Chrome,2026-02-24T04:12:00,"Ootashi store
focus on
Commuters reported long queue and train delay after track maintenance at Universiti station at Wangsa Maju.
Passengers shared delay slip and crowding evidence during rush hour
Rapid KL staff guided queue and temporary shuttle arrangement
Malaysia transport update 2025-06-02
There are 15 comments in total
author
reply
Show 2 replies
Say something",Commuters reported long queue and train delay after track maintenance at Universiti station at Wangsa Maju Passengers shared delay slip and crowding evidence during rush hour Rapid KL staff guided queue and temporary shuttle arrangement Malaysia transport update 2025 06 02 There are 15 comments in total author reply Show 2 replies Say something,1,incident_delay,synthetic_mock
mrt kajang - 小红书搜索 - Google Chrome,2653,mock_post_2653.png,mrt kajang - 小红书搜索 - Google Chrome,2026-02-24T04:13:00,"Rapid commuter diary
focus on
General city transport post not related to outage or malfunction at Kelana Jaya.
People shared regular commute and station photos
No emergency notice was posted
Malaysia transport update 2026-06-12
There are 3 comments in total
author
reply
Show 2 replies
Say something",General city transport post not related to outage or malfunction at Kelana Jaya People shared regular commute and station photos No emergency notice was posted Malaysia transport update 2026 06 12 There are 3 comments in total author reply Show 2 replies Say something,0,normal_general,synthetic_mock
mrt fault - 小红书搜索 - Google Chrome,2654,mock_post_2654.png,mrt fault - 小红书搜索 - Google Chrome,2026-02-24T04:14:00,"Little Red Potato 66A1
focus on
Rapid KL announced temporary service disruption between KLCC and Gombak with shuttle support at Universiti.
Passengers shared delay slip and crowding evidence during rush hour
Rapid KL staff guided queue and temporary shuttle arrangement
Malaysia transport update 2024-10-02
There are 18 comments in total
author
reply
Show 2 replies
Say something",Rapid KL announced temporary service disruption between KLCC and Gombak with shuttle support at Universiti Passengers shared delay slip and crowding evidence during rush hour Rapid KL staff guided queue and temporary shuttle arrangement Malaysia transport update 2024 10 02 There are 18 comments in total author reply Show 2 replies Say something,1,incident_service_disruption,synthetic_mock
lrt is bad again - Xiaohongshu search - Google Chrome,2655,mock_post_2655.png,lrt is bad again - Xiaohongshu search - Google Chrome,2026-02-24T04:15:00,"Rapid commuter diary
focus on
Normal operation resumed and train intervals are back to schedule at Kelana Jaya.
People shared regular commute and station photos
No emergency notice was posted
There are 10 comments in total
author
reply
Show 3 replies
Say something",Normal operation resumed and train intervals are back to schedule at Kelana Jaya People shared regular commute and station photos No emergency notice was posted There are 10 comments in total author reply Show 3 replies Say something,0,normal_operation,synthetic_mock
lrt klcc - 小红书搜索 - Google Chrome,2656,mock_post_2656.png,lrt klcc - 小红书搜索 - Google Chrome,2026-02-24T04:16:00,"Xiaoxuan Talk Malaysia Official
focus on
Kelana Jaya line maintenance phase affected frequency and caused crowding at stations at KL Sentral.
Passengers shared delay slip and crowding evidence during rush hour
Rapid KL staff guided queue and temporary shuttle arrangement
There are 4 comments in total
author
reply
Show 1 replies
Say something",Kelana Jaya line maintenance phase affected frequency and caused crowding at stations at KL Sentral Passengers shared delay slip and crowding evidence during rush hour Rapid KL staff guided queue and temporary shuttle arrangement There are 4 comments in total author reply Show 1 replies Say something,1,incident_maintenance_impact,synthetic_mock
mrtkajang问题 - 小红书搜索 - Google Chrome,2657,mock_post_2657.png,mrtkajang问题 - 小红书搜索 - Google Chrome,2026-02-24T04:17:00,"Rapid commuter diary
focus on
No disruption observed and transfer between lines completed without waiting at Masjid Jamek.
People shared regular commute and station photos
No emergency notice was posted
Malaysia transport update 2026-01-05
There are 11 comments in total
author
reply
Show 2 replies
Say something",No disruption observed and transfer between lines completed without waiting at Masjid Jamek People shared regular commute and station photos No emergency notice was posted Malaysia transport update 2026 01 05 There are 11 comments in total author reply Show 2 replies Say something,0,normal_no_incident,synthetic_mock
🇲🇾LRT停运 注意了‼️ - 小红书 - Google Chrome,2658,mock_post_2658.png,🇲🇾LRT停运 注意了‼️ - 小红书 - Google Chrome,2026-02-24T04:18:00,"Xiaoxuan Talk Malaysia Official
focus on
Kelana Jaya line maintenance phase affected frequency and caused crowding at stations at Wangsa Maju.
Passengers shared delay slip and crowding evidence during rush hour
Rapid KL staff guided queue and temporary shuttle arrangement
There are 6 comments in total
author
reply
Show 1 replies
Say something",Kelana Jaya line maintenance phase affected frequency and caused crowding at stations at Wangsa Maju Passengers shared delay slip and crowding evidence during rush hour Rapid KL staff guided queue and temporary shuttle arrangement There are 6 comments in total author reply Show 1 replies Say something,1,incident_maintenance_impact,synthetic_mock
mrt - 小红书搜索 - Google Chrome,2659,mock_post_2659.png,mrt - 小红书搜索 - Google Chrome,2026-02-24T04:19:00,"City transit watcher
focus on
Normal operation resumed and train intervals are back to schedule at Wangsa Maju.
People shared regular commute and station photos
No emergency notice was posted
There are 8 comments in total
author
reply
Show 2 replies
Say something",Normal operation resumed and train intervals are back to schedule at Wangsa Maju People shared regular commute and station photos No emergency notice was posted There are 8 comments in total author reply Show 2 replies Say something,0,normal_operation,synthetic_mock
mrtkajang问题 - 小红书搜索 - Google Chrome,2660,mock_post_2660.png,mrtkajang问题 - 小红书搜索 - Google Chrome,2026-02-24T04:20:00,"City transit watcher
focus on
Kelana Jaya line maintenance phase affected frequency and caused crowding at stations at KLCC.
Passengers shared delay slip and crowding evidence during rush hour
Rapid KL staff guided queue and temporary shuttle arrangement
Malaysia transport update 2024-02-22
There are 5 comments in total
author
reply
Show 1 replies
Say something",Kelana Jaya line maintenance phase affected frequency and caused crowding at stations at KLCC Passengers shared delay slip and crowding evidence during rush hour Rapid KL staff guided queue and temporary shuttle arrangement Malaysia transport update 2024 02 22 There are 5 comments in total author reply Show 1 replies Say something,1,incident_maintenance_impact,synthetic_mock
lrtkelanajaya故障 - 小红书搜索 - Google Chrome,2661,mock_post_2661.png,lrtkelanajaya故障 - 小红书搜索 - Google Chrome,2026-02-24T04:21:00,"Leisurely kitten
focus on
Commuting to work was smooth and station crowd level was manageable today at KL Sentral.
People shared regular commute and station photos
No emergency notice was posted
There are 2 comments in total
author
reply
Show 1 replies
Say something",Commuting to work was smooth and station crowd level was manageable today at KL Sentral People shared regular commute and station photos No emergency notice was posted There are 2 comments in total author reply Show 1 replies Say something,0,normal_commute,synthetic_mock
🇲🇾LRT停运 注意了‼️ - 小红书 - Google Chrome,2662,mock_post_2662.png,🇲🇾LRT停运 注意了‼️ - 小红书 - Google Chrome,2026-02-24T04:22:00,"Xiaoxuan Talk Malaysia Official
focus on
Power trip caused brief outage and service resumed after technicians completed repair at Kelana Jaya.
Passengers shared delay slip and crowding evidence during rush hour
Rapid KL staff guided queue and temporary shuttle arrangement
Malaysia transport update 2025-04-28
There are 6 comments in total
author
reply
Show 2 replies
Say something",Power trip caused brief outage and service resumed after technicians completed repair at Kelana Jaya Passengers shared delay slip and crowding evidence during rush hour Rapid KL staff guided queue and temporary shuttle arrangement Malaysia transport update 2025 04 28 There are 6 comments in total author reply Show 2 replies Say something,1,incident_power_outage,synthetic_mock
lrt is bad again - Xiaohongshu search - Google Chrome,2663,mock_post_2663.png,lrt is bad again - Xiaohongshu search - Google Chrome,2026-02-24T04:23:00,"Leisurely kitten
focus on
General city transport post not related to outage or malfunction at KL Sentral.
People shared regular commute and station photos
No emergency notice was posted
Malaysia transport update 2026-06-02
There are 15 comments in total
author
reply
Show 2 replies
Say something",General city transport post not related to outage or malfunction at KL Sentral People shared regular commute and station photos No emergency notice was posted Malaysia transport update 2026 06 02 There are 15 comments in total author reply Show 2 replies Say something,0,normal_general,synthetic_mock
mrt fault - 小红书搜索 - Google Chrome,2664,mock_post_2664.png,mrt fault - 小红书搜索 - Google Chrome,2026-02-24T04:24:00,"KL daily commuter
focus on
Power trip caused brief outage and service resumed after technicians completed repair at KLCC.
Passengers shared delay slip and crowding evidence during rush hour
Rapid KL staff guided queue and temporary shuttle arrangement
Malaysia transport update 2024-03-15
There are 18 comments in total
author
reply
Show 1 replies
Say something",Power trip caused brief outage and service resumed after technicians completed repair at KLCC Passengers shared delay slip and crowding evidence during rush hour Rapid KL staff guided queue and temporary shuttle arrangement Malaysia transport update 2024 03 15 There are 18 comments in total author reply Show 1 replies Say something,1,incident_power_outage,synthetic_mock
lrt is bad again - Xiaohongshu search - Google Chrome,2665,mock_post_2665.png,lrt is bad again - Xiaohongshu search - Google Chrome,2026-02-24T04:25:00,"City transit watcher
focus on
General city transport post not related to outage or malfunction at KL Sentral.
People shared regular commute and station photos
No emergency notice was posted
Malaysia transport update 2024-04-22
There are 3 comments in total
author
reply
Show 1 replies
Say something",General city transport post not related to outage or malfunction at KL Sentral People shared regular commute and station photos No emergency notice was posted Malaysia transport update 2024 04 22 There are 3 comments in total author reply Show 1 replies Say something,0,normal_general,synthetic_mock
lrt is bad again - Xiaohongshu search - Google Chrome,2666,mock_post_2666.png,lrt is bad again - Xiaohongshu search - Google Chrome,2026-02-24T04:26:00,"City transit watcher
focus on
Power trip caused brief outage and service resumed after technicians completed repair at Gombak.
Passengers shared delay slip and crowding evidence during rush hour
Rapid KL staff guided queue and temporary shuttle arrangement
There are 10 comments in total
author
reply
Show 3 replies
Say something",Power trip caused brief outage and service resumed after technicians completed repair at Gombak Passengers shared delay slip and crowding evidence during rush hour Rapid KL staff guided queue and temporary shuttle arrangement There are 10 comments in total author reply Show 3 replies Say something,1,incident_power_outage,synthetic_mock
lrt is bad again - Xiaohongshu search - Google Chrome,2667,mock_post_2667.png,lrt is bad again - Xiaohongshu search - Google Chrome,2026-02-24T04:27:00,"Xiaoxuan Talk Malaysia Official
focus on
Service update says all lines are stable with no major delay this morning at KL Sentral.
People shared regular commute and station photos
No emergency notice was posted
Malaysia transport update 2025-03-02
There are 7 comments in total
author
reply
Show 2 replies
Say something",Service update says all lines are stable with no major delay this morning at KL Sentral People shared regular commute and station photos No emergency notice was posted Malaysia transport update 2025 03 02 There are 7 comments in total author reply Show 2 replies Say something,0,normal_update,synthetic_mock
lrt klcc - 小红书搜索 - Google Chrome,2668,mock_post_2668.png,lrt klcc - 小红书搜索 - Google Chrome,2026-02-24T04:28:00,"City transit watcher
focus on
Passengers were asked to get off at Pasar Seni due to train fault and wait for replacement at KL Sentral.
Passengers shared delay slip and crowding evidence during rush hour
Rapid KL staff guided queue and temporary shuttle arrangement
There are 10 comments in total
author
reply
Show 1 replies
Say something",Passengers were asked to get off at Pasar Seni due to train fault and wait for replacement at KL Sentral Passengers shared delay slip and crowding evidence during rush hour Rapid KL staff guided queue and temporary shuttle arrangement There are 10 comments in total author reply Show 1 replies Say something,1,incident_train_fault,synthetic_mock
🇲🇾LRT停运 注意了‼️ - 小红书 - Google Chrome,2669,mock_post_2669.png,🇲🇾LRT停运 注意了‼️ - 小红书 - Google Chrome,2026-02-24T04:29:00,"City transit watcher
focus on
Routine travel post about route tips and fare sharing at Gombak.
People shared regular commute and station photos
No emergency notice was posted
There are 4 comments in total
author
reply
Show 1 replies
Say something",Routine travel post about route tips and fare sharing at Gombak People shared regular commute and station photos No emergency notice was posted There are 4 comments in total author reply Show 1 replies Say something,0,normal_travel_tip,synthetic_mock
mrt fault - 小红书搜索 - Google Chrome,2670,mock_post_2670.png,mrt fault - 小红书搜索 - Google Chrome,2026-02-24T04:30:00,"Little Red Potato 66A1
focus on
Commuters reported long queue and train delay after track maintenance at Universiti station at KL Sentral.
Passengers shared delay slip and crowding evidence during rush hour
Rapid KL staff guided queue and temporary shuttle arrangement
There are 18 comments in total
author
reply
Show 2 replies
Say something",Commuters reported long queue and train delay after track maintenance at Universiti station at KL Sentral Passengers shared delay slip and crowding evidence during rush hour Rapid KL staff guided queue and temporary shuttle arrangement There are 18 comments in total author reply Show 2 replies Say something,1,incident_delay,synthetic_mock
mrt fault - 小红书搜索 - Google Chrome,2671,mock_post_2671.png,mrt fault - 小红书搜索 - Google Chrome,2026-02-24T04:31:00,"City transit watcher
focus on
Service update says all lines are stable with no major delay this morning at Putra Heights.
People shared regular commute and station photos
No emergency notice was posted
There are 5 comments in total
author
reply
Show 1 replies
Say something",Service update says all lines are stable with no major delay this morning at Putra Heights People shared regular commute and station photos No emergency notice was posted There are 5 comments in total author reply Show 1 replies Say something,0,normal_update,synthetic_mock
lrt is bad again - Xiaohongshu search - Google Chrome,2672,mock_post_2672.png,lrt is bad again - Xiaohongshu search - Google Chrome,2026-02-24T04:32:00,"Xiaoxuan Talk Malaysia Official
focus on
Power trip caused brief outage and service resumed after technicians completed repair at KLCC.
Passengers shared delay slip and crowding evidence during rush hour
Rapid KL staff guided queue and temporary shuttle arrangement
Malaysia transport update 2025-10-19
There are 1 comments in total
author
reply
Show 3 replies
Say something",Power trip caused brief outage and service resumed after technicians completed repair at KLCC Passengers shared delay slip and crowding evidence during rush hour Rapid KL staff guided queue and temporary shuttle arrangement Malaysia transport update 2025 10 19 There are 1 comments in total author reply Show 3 replies Say something,1,incident_power_outage,synthetic_mock
lrt klcc - 小红书搜索 - Google Chrome,2673,mock_post_2673.png,lrt klcc - 小红书搜索 - Google Chrome,2026-02-24T04:33:00,"Rapid commuter diary
focus on
No disruption observed and transfer between lines completed without waiting at KL Sentral.
People shared regular commute and station photos
No emergency notice was posted
There are 18 comments in total
author
reply
Show 1 replies
Say something",No disruption observed and transfer between lines completed without waiting at KL Sentral People shared regular commute and station photos No emergency notice was posted There are 18 comments in total author reply Show 1 replies Say something,0,normal_no_incident,synthetic_mock
地铁 马来西亚 - 小红书搜索 - Google Chrome,2674,mock_post_2674.png,地铁 马来西亚 - 小红书搜索 - Google Chrome,2026-02-24T04:34:00,"City transit watcher
focus on
Passengers were asked to get off at Pasar Seni due to train fault and wait for replacement at Wangsa Maju.
Passengers shared delay slip and crowding evidence during rush hour
Rapid KL staff guided queue and temporary shuttle arrangement
Malaysia transport update 2025-01-25
There are 8 comments in total
author
reply
Show 2 replies
Say something",Passengers were asked to get off at Pasar Seni due to train fault and wait for replacement at Wangsa Maju Passengers shared delay slip and crowding evidence during rush hour Rapid KL staff guided queue and temporary shuttle arrangement Malaysia transport update 2025 01 25 There are 8 comments in total author reply Show 2 replies Say something,1,incident_train_fault,synthetic_mock
lrtkelanajaya线 - 小红书搜索 - Google Chrome,2675,mock_post_2675.png,lrtkelanajaya线 - 小红书搜索 - Google Chrome,2026-02-24T04:35:00,"City transit watcher
focus on
Commuting to work was smooth and station crowd level was manageable today at Pasar Seni.
People shared regular commute and station photos
No emergency notice was posted
There are 7 comments in total
author
reply
Show 3 replies
Say something",Commuting to work was smooth and station crowd level was manageable today at Pasar Seni People shared regular commute and station photos No emergency notice was posted There are 7 comments in total author reply Show 3 replies Say something,0,normal_commute,synthetic_mock
lrt is bad again - Xiaohongshu search - Google Chrome,2676,mock_post_2676.png,lrt is bad again - Xiaohongshu search - Google Chrome,2026-02-24T04:36:00,"Leisurely kitten
focus on
Passengers were asked to get off at Pasar Seni due to train fault and wait for replacement at Gombak.
Passengers shared delay slip and crowding evidence during rush hour
Rapid KL staff guided queue and temporary shuttle arrangement
There are 12 comments in total
author
reply
Show 1 replies
Say something",Passengers were asked to get off at Pasar Seni due to train fault and wait for replacement at Gombak Passengers shared delay slip and crowding evidence during rush hour Rapid KL staff guided queue and temporary shuttle arrangement There are 12 comments in total author reply Show 1 replies Say something,1,incident_train_fault,synthetic_mock
lrtkelanajaya故障 - 小红书搜索 - Google Chrome,2677,mock_post_2677.png,lrtkelanajaya故障 - 小红书搜索 - Google Chrome,2026-02-24T04:37:00,"Rapid commuter diary
focus on
Normal operation resumed and train intervals are back to schedule at Wangsa Maju.
People shared regular commute and station photos
No emergency notice was posted
Malaysia transport update 2024-06-11
There are 1 comments in total
author
reply
Show 1 replies
Say something",Normal operation resumed and train intervals are back to schedule at Wangsa Maju People shared regular commute and station photos No emergency notice was posted Malaysia transport update 2024 06 11 There are 1 comments in total author reply Show 1 replies Say something,0,normal_operation,synthetic_mock
lrtkelanajaya故障 - 小红书搜索 - Google Chrome,2678,mock_post_2678.png,lrtkelanajaya故障 - 小红书搜索 - Google Chrome,2026-02-24T04:38:00,"KL daily commuter
focus on
Kelana Jaya line maintenance phase affected frequency and caused crowding at stations at Putra Heights.
Passengers shared delay slip and crowding evidence during rush hour
Rapid KL staff guided queue and temporary shuttle arrangement
Malaysia transport update 2025-04-13
There are 11 comments in total
author
reply
Show 2 replies
Say something",Kelana Jaya line maintenance phase affected frequency and caused crowding at stations at Putra Heights Passengers shared delay slip and crowding evidence during rush hour Rapid KL staff guided queue and temporary shuttle arrangement Malaysia transport update 2025 04 13 There are 11 comments in total author reply Show 2 replies Say something,1,incident_maintenance_impact,synthetic_mock
lrtkelanajaya故障 - 小红书搜索 - Google Chrome,2679,mock_post_2679.png,lrtkelanajaya故障 - 小红书搜索 - Google Chrome,2026-02-24T04:39:00,"Leisurely kitten
focus on
No disruption observed and transfer between lines completed without waiting at Pasar Seni.
People shared regular commute and station photos
No emergency notice was posted
Malaysia transport update 2026-05-06
There are 2 comments in total
author
reply
Show 3 replies
Say something",No disruption observed and transfer between lines completed without waiting at Pasar Seni People shared regular commute and station photos No emergency notice was posted Malaysia transport update 2026 05 06 There are 2 comments in total author reply Show 3 replies Say something,0,normal_no_incident,synthetic_mock
mrt - 小红书搜索 - Google Chrome,2680,mock_post_2680.png,mrt - 小红书搜索 - Google Chrome,2026-02-24T04:40:00,"City transit watcher
focus on
Kelana Jaya line maintenance phase affected frequency and caused crowding at stations at KL Sentral.
Passengers shared delay slip and crowding evidence during rush hour
Rapid KL staff guided queue and temporary shuttle arrangement
There are 8 comments in total
author
reply
Show 1 replies
Say something",Kelana Jaya line maintenance phase affected frequency and caused crowding at stations at KL Sentral Passengers shared delay slip and crowding evidence during rush hour Rapid KL staff guided queue and temporary shuttle arrangement There are 8 comments in total author reply Show 1 replies Say something,1,incident_maintenance_impact,synthetic_mock
lrt is bad again - Xiaohongshu search - Google Chrome,2681,mock_post_2681.png,lrt is bad again - Xiaohongshu search - Google Chrome,2026-02-24T04:41:00,"Xiaoxuan Talk Malaysia Official
focus on
Commuting to work was smooth and station crowd level was manageable today at KLCC.
People shared regular commute and station photos
No emergency notice was posted
Malaysia transport update 2024-10-02
There are 14 comments in total
author
reply
Show 3 replies
Say something",Commuting to work was smooth and station crowd level was manageable today at KLCC People shared regular commute and station photos No emergency notice was posted Malaysia transport update 2024 10 02 There are 14 comments in total author reply Show 3 replies Say something,0,normal_commute,synthetic_mock
mrt kajang - 小红书搜索 - Google Chrome,2682,mock_post_2682.png,mrt kajang - 小红书搜索 - Google Chrome,2026-02-24T04:42:00,"Xiaoxuan Talk Malaysia Official
focus on
Commuters reported long queue and train delay after track maintenance at Universiti station at Universiti.
Passengers shared delay slip and crowding evidence during rush hour
Rapid KL staff guided queue and temporary shuttle arrangement
There are 18 comments in total
author
reply
Show 3 replies
Say something",Commuters reported long queue and train delay after track maintenance at Universiti station at Universiti Passengers shared delay slip and crowding evidence during rush hour Rapid KL staff guided queue and temporary shuttle arrangement There are 18 comments in total author reply Show 3 replies Say something,1,incident_delay,synthetic_mock
lrtkelanajaya线 - 小红书搜索 - Google Chrome,2683,mock_post_2683.png,lrtkelanajaya线 - 小红书搜索 - Google Chrome,2026-02-24T04:43:00,"Ootashi store
focus on
Routine travel post about route tips and fare sharing at Gombak.
People shared regular commute and station photos
No emergency notice was posted
Malaysia transport update 2024-02-13
There are 13 comments in total
author
reply
Show 2 replies
Say something",Routine travel post about route tips and fare sharing at Gombak People shared regular commute and station photos No emergency notice was posted Malaysia transport update 2024 02 13 There are 13 comments in total author reply Show 2 replies Say something,0,normal_travel_tip,synthetic_mock
地铁 马来西亚 - 小红书搜索 - Google Chrome,2684,mock_post_2684.png,地铁 马来西亚 - 小红书搜索 - Google Chrome,2026-02-24T04:44:00,"Xiaoxuan Talk Malaysia Official
focus on
Rapid KL announced temporary service disruption between KLCC and Gombak with shuttle support at KL Sentral.
Passengers shared delay slip and crowding evidence during rush hour
Rapid KL staff guided queue and temporary shuttle arrangement
Malaysia transport update 2026-06-15
There are 11 comments in total
author
reply
Show 3 replies
Say something",Rapid KL announced temporary service disruption between KLCC and Gombak with shuttle support at KL Sentral Passengers shared delay slip and crowding evidence during rush hour Rapid KL staff guided queue and temporary shuttle arrangement Malaysia transport update 2026 06 15 There are 11 comments in total author reply Show 3 replies Say something,1,incident_service_disruption,synthetic_mock
lrtkelanajaya故障 - 小红书搜索 - Google Chrome,2685,mock_post_2685.png,lrtkelanajaya故障 - 小红书搜索 - Google Chrome,2026-02-24T04:45:00,"Leisurely kitten
focus on
Routine travel post about route tips and fare sharing at Ampang Park.
People shared regular commute and station photos
No emergency notice was posted
There are 6 comments in total
author
reply
Show 1 replies
Say something",Routine travel post about route tips and fare sharing at Ampang Park People shared regular commute and station photos No emergency notice was posted There are 6 comments in total author reply Show 1 replies Say something,0,normal_travel_tip,synthetic_mock
mrt kajang - 小红书搜索 - Google Chrome,2686,mock_post_2686.png,mrt kajang - 小红书搜索 - Google Chrome,2026-02-24T04:46:00,"KL daily commuter
focus on
Passengers were asked to get off at Pasar Seni due to train fault and wait for replacement at KL Sentral.
Passengers shared delay slip and crowding evidence during rush hour
Rapid KL staff guided queue and temporary shuttle arrangement
Malaysia transport update 2024-07-02
There are 8 comments in total
author
reply
Show 1 replies
Say something",Passengers were asked to get off at Pasar Seni due to train fault and wait for replacement at KL Sentral Passengers shared delay slip and crowding evidence during rush hour Rapid KL staff guided queue and temporary shuttle arrangement Malaysia transport update 2024 07 02 There are 8 comments in total author reply Show 1 replies Say something,1,incident_train_fault,synthetic_mock
地铁 马来西亚 - 小红书搜索 - Google Chrome,2687,mock_post_2687.png,地铁 马来西亚 - 小红书搜索 - Google Chrome,2026-02-24T04:47:00,"KL daily commuter
focus on
General city transport post not related to outage or malfunction at Pasar Seni.
People shared regular commute and station photos
No emergency notice was posted
Malaysia transport update 2026-03-15
There are 12 comments in total
author
reply
Show 2 replies
Say something",General city transport post not related to outage or malfunction at Pasar Seni People shared regular commute and station photos No emergency notice was posted Malaysia transport update 2026 03 15 There are 12 comments in total author reply Show 2 replies Say something,0,normal_general,synthetic_mock
mrtkajang问题 - 小红书搜索 - Google Chrome,2688,mock_post_2688.png,mrtkajang问题 - 小红书搜索 - Google Chrome,2026-02-24T04:48:00,"Leisurely kitten
focus on
Rapid KL announced temporary service disruption between KLCC and Gombak with shuttle support at KLCC.
Passengers shared delay slip and crowding evidence during rush hour
Rapid KL staff guided queue and temporary shuttle arrangement
Malaysia transport update 2025-01-23
There are 5 comments in total
author
reply
Show 1 replies
Say something",Rapid KL announced temporary service disruption between KLCC and Gombak with shuttle support at KLCC Passengers shared delay slip and crowding evidence during rush hour Rapid KL staff guided queue and temporary shuttle arrangement Malaysia transport update 2025 01 23 There are 5 comments in total author reply Show 1 replies Say something,1,incident_service_disruption,synthetic_mock
lrtkelanajaya故障 - 小红书搜索 - Google Chrome,2689,mock_post_2689.png,lrtkelanajaya故障 - 小红书搜索 - Google Chrome,2026-02-24T04:49:00,"KL daily commuter
focus on
Normal operation resumed and train intervals are back to schedule at KLCC.
People shared regular commute and station photos
No emergency notice was posted
Malaysia transport update 2024-04-23
There are 18 comments in total
author
reply
Show 1 replies
Say something",Normal operation resumed and train intervals are back to schedule at KLCC People shared regular commute and station photos No emergency notice was posted Malaysia transport update 2024 04 23 There are 18 comments in total author reply Show 1 replies Say something,0,normal_operation,synthetic_mock
🇲🇾LRT KelanajayaLine通告，列车降速 - 小红书 - Google Chrome,2690,mock_post_2690.png,🇲🇾LRT KelanajayaLine通告，列车降速 - 小红书 - Google Chrome,2026-02-24T04:50:00,"City transit watcher
focus on
Rapid KL announced temporary service disruption between KLCC and Gombak with shuttle support at Wangsa Maju.
Passengers shared delay slip and crowding evidence during rush hour
Rapid KL staff guided queue and temporary shuttle arrangement
There are 4 comments in total
author
reply
Show 3 replies
Say something",Rapid KL announced temporary service disruption between KLCC and Gombak with shuttle support at Wangsa Maju Passengers shared delay slip and crowding evidence during rush hour Rapid KL staff guided queue and temporary shuttle arrangement There are 4 comments in total author reply Show 3 replies Say something,1,incident_service_disruption,synthetic_mock
